StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Subject,Mood2_1,RavenInstTimeDelay_First Click,RavenInstTimeDelay_Last Click,RavenInstTimeDelay_Page Submit,RavenInstTimeDelay_Click Count,RavenRespD1,RavenRespD2,RavenRespD3,RavenRespD4,RavenRespD5,RavenRespD6,RavenRespD7,RavenRespD8,RavenRespD9,RavenRespD10,RavenRespD11,RavenRespD12,RavenRespE1,RavenRespE2,RavenRespE3,RavenRespE4,RavenRespE5,RavenRespE6,RavenRespE7,RavenRespE8,RavenRespE9,RavenRespE10,RavenRespE11,RavenRespE12,RavenTimeCutoff_First Click,RavenTimeCutoff_Last Click,RavenTimeCutoff_Page Submit,RavenTimeCutoff_Click Count,Subject - Topics
10/23/2017 12:44,10/23/2017 12:52,IP Address,128.206.28.1,100,512,TRUE,10/23/2017 12:52,R_3lQtg0RF7S5oLSJ,,,,,38.95170593,-92.33409882,anonymous,EN,143,10,3.62,46.659,74.306,3,3,4,3,7,8,6,5,4,1,2,4,5,7,6,8,3,7,5,1,6,3,7,6,2,2.163,424.022,424.923,31,
10/23/2017 12:48,10/23/2017 12:55,IP Address,128.206.28.182,100,435,TRUE,10/23/2017 12:55,R_1Le5uokX6hLf3gb,,,,,38.95170593,-92.33409882,anonymous,EN,144,9,9.624,9.624,11.503,1,3,4,3,7,8,6,5,4,1,2,7,4,7,6,8,2,1,5,7,5,4,4,7,5,2.324,412.006,412.802,28,
10/23/2017 12:48,10/23/2017 12:57,IP Address,128.206.28.32,100,507,TRUE,10/23/2017 12:57,R_At9PoRVgxR3W4Gl,,,,,38.95170593,-92.33409882,anonymous,EN,142,10,3.184,42.559,47.043,8,3,4,3,7,8,6,5,4,3,2,5,2,7,3,8,3,7,1,3,1,2,7,6,7,13.973,444.731,446.697,34,
10/23/2017 15:16,10/23/2017 15:27,IP Address,128.206.28.32,100,640,TRUE,10/23/2017 15:27,R_1FD7yUA4D7wo8fY,,,,,38.95170593,-92.33409882,anonymous,EN,145,2,21.75,21.75,70.234,1,3,4,3,7,8,6,5,4,1,2,3,5,7,6,8,2,1,5,1,6,3,2,1,5,4.821,554.371,556.04,28,
10/23/2017 16:59,10/23/2017 17:11,IP Address,128.206.28.32,100,683,TRUE,10/23/2017 17:11,R_cCHqSYPN5QTuTMl,,,,,38.95170593,-92.33409882,anonymous,EN,148,7,25.54,25.54,123.258,1,3,4,3,7,8,6,4,5,1,2,7,8,7,3,6,2,1,5,3,3,4,6,2,2,11.004,552.275,553.216,34,
10/23/2017 16:58,10/23/2017 17:12,IP Address,128.206.28.182,100,845,TRUE,10/23/2017 17:13,R_3PnPmeEJTRgHdac,,,,,38.95170593,-92.33409882,anonymous,EN,147,8,148.078,229.01,235.014,3,3,4,3,7,8,6,5,4,1,2,6,7,7,6,8,2,1,5,1,6,3,2,,,3.999,546.08,600.003,35,
10/24/2017 8:47,10/24/2017 8:55,IP Address,128.206.28.32,100,470,TRUE,10/24/2017 8:55,R_sIivnGSWguflfmV,,,,,38.95170593,-92.33409882,anonymous,EN,149,9,7.343,7.343,45.257,1,3,4,5,7,8,6,5,4,1,5,5,5,7,6,8,5,2,8,3,8,7,6,7,7,8.845,409.212,410.243,34,
10/24/2017 8:52,10/24/2017 8:58,IP Address,128.206.28.1,100,398,TRUE,10/24/2017 8:58,R_2coMQAKK7lOUpeE,,,,,38.95170593,-92.33409882,anonymous,EN,150,2,7.924,7.924,36.767,1,3,4,1,7,8,6,5,4,1,3,5,7,3,1,2,2,1,3,1,5,4,8,5,6,7.983,345.841,347.431,27,
10/24/2017 8:50,10/24/2017 9:01,IP Address,128.206.28.182,100,644,TRUE,10/24/2017 9:01,R_299Z4Pym5s0a3v7,,,,,38.95170593,-92.33409882,anonymous,EN,151,3,7.285,7.285,15.539,1,3,4,3,7,8,6,5,4,1,2,6,7,7,6,8,3,1,5,4,7,3,,,,6.001,568.328,600.003,38,
10/24/2017 10:48,10/24/2017 10:55,IP Address,128.206.28.1,100,375,TRUE,10/24/2017 10:55,R_129fTfkCd4r5g7C,,,,,38.95170593,-92.33409882,anonymous,EN,153,9,4.848,4.848,22.515,1,3,4,3,7,8,6,5,4,1,4,5,8,7,6,8,3,7,7,4,7,4,6,6,3,1.889,336.948,337.617,32,
10/24/2017 10:53,10/24/2017 11:00,IP Address,128.206.28.32,100,438,TRUE,10/24/2017 11:00,R_32LWWPwGO7uY7TE,,,,,38.95170593,-92.33409882,anonymous,EN,152,8,2.684,46.384,47.292,2,3,4,3,7,8,6,5,4,1,2,8,7,7,1,2,2,1,5,1,8,3,1,5,1,2.468,374.724,376.186,32,
10/24/2017 10:53,10/24/2017 11:01,IP Address,128.206.28.182,100,467,TRUE,10/24/2017 11:01,R_3I9Z9jqsbRTjF73,,,,,38.95170593,-92.33409882,anonymous,EN,154,4,4.66,8.156,28.891,2,3,4,3,7,8,6,5,4,1,2,3,8,7,6,8,2,1,5,1,6,3,2,7,5,2.216,415.906,419.014,40,
10/24/2017 12:50,10/24/2017 12:58,IP Address,128.206.28.1,100,457,TRUE,10/24/2017 12:58,R_50aBTDE7pcFGerf,,,,,38.95170593,-92.33409882,anonymous,EN,156,10,5.332,5.332,16.353,1,3,4,3,7,8,6,5,4,1,2,5,7,7,6,8,2,1,5,3,6,3,6,3,1,3.223,423.023,424.35,34,
10/24/2017 12:51,10/24/2017 13:01,IP Address,128.206.28.32,100,580,TRUE,10/24/2017 13:01,R_sARqVqXo8bTafCx,,,,,38.95170593,-92.33409882,anonymous,EN,155,7,6.028,30.866,35.198,3,3,4,3,7,8,6,5,4,1,2,5,7,7,6,8,2,1,5,8,6,3,5,7,1,2.719,533.666,536.32,30,
10/24/2017 14:49,10/24/2017 14:59,IP Address,128.206.28.32,100,656,TRUE,10/24/2017 14:59,R_2wNUefiV4QmxOGA,,,,,38.95170593,-92.33409882,anonymous,EN,157,2,8.808,8.808,65.659,1,3,4,3,7,8,6,5,4,1,2,5,5,7,6,2,3,7,7,8,8,8,4,7,5,15.072,579.208,580.013,30,
10/24/2017 14:54,10/24/2017 15:03,IP Address,128.206.28.1,100,566,TRUE,10/24/2017 15:03,R_2vcZVsDulaukxyC,,,,,38.95170593,-92.33409882,anonymous,EN,158,2,8.618,8.618,88.042,1,3,4,3,7,8,6,5,4,1,2,7,7,7,3,2,2,1,2,5,5,5,4,7,1,7.815,465.015,466.892,39,
10/24/2017 16:48,10/24/2017 16:54,IP Address,128.206.28.182,100,401,TRUE,10/24/2017 16:54,R_WB8lUNpTcOnhakF,,,,,38.95170593,-92.33409882,anonymous,EN,161,7,10.796,32.715,36.778,2,3,4,3,7,8,6,5,5,1,1,3,1,7,6,8,2,1,5,3,6,3,2,3,5,3.589,355.129,356.247,49,
10/24/2017 16:53,10/24/2017 16:58,IP Address,128.206.28.32,100,328,TRUE,10/24/2017 16:58,R_1CqOu8IcW2Y69GU,,,,,38.95170593,-92.33409882,anonymous,EN,159,5,12.991,18.657,62.149,2,3,4,3,5,8,6,5,4,2,6,4,7,7,3,1,3,4,2,4,8,7,2,3,3,3.799,253.273,254.327,36,
10/24/2017 16:49,10/24/2017 17:00,IP Address,128.206.28.1,100,662,TRUE,10/24/2017 17:00,R_1jNRF5sGdnwAWH8,,,,,38.95170593,-92.33409882,anonymous,EN,160,6,4.895,47.094,50.588,3,3,4,3,7,8,6,8,4,1,2,5,4,7,6,8,2,1,5,1,6,3,2,,,2.27,579.244,600.002,32,
10/25/2017 10:55,10/25/2017 11:03,IP Address,128.206.28.32,100,489,TRUE,10/25/2017 11:03,R_2cc61YVRkvJ0koi,,,,,38.95170593,-92.33409882,anonymous,EN,162,5,3.097,3.097,25.068,1,1,7,4,3,8,7,8,3,8,6,2,6,6,1,6,3,2,2,7,2,2,7,1,3,22.072,448.274,449.191,38,
10/25/2017 10:56,10/25/2017 11:04,IP Address,128.206.28.1,100,490,TRUE,10/25/2017 11:04,R_Y69kTVRxzdVdWQ9,,,,,38.95170593,-92.33409882,anonymous,EN,163,7,1.957,43.515,47.151,5,3,4,3,7,8,6,5,5,1,2,5,6,8,6,8,1,1,5,4,6,5,4,7,7,2.92,432.062,432.692,31,
10/25/2017 12:49,10/25/2017 13:01,IP Address,128.206.28.32,100,716,TRUE,10/25/2017 13:01,R_2QQHeqN3pTjzc32,,,,,38.95170593,-92.33409882,anonymous,EN,164,-7,14.511,55.607,78.82,2,3,8,3,7,8,5,5,4,1,2,1,7,7,6,8,2,1,5,1,6,3,8,,,3.446,573.725,600.006,34,
10/25/2017 14:43,10/25/2017 14:54,IP Address,128.206.28.32,100,627,TRUE,10/25/2017 14:54,R_2bZuzYnfbZTPqKO,,,,,38.95170593,-92.33409882,anonymous,EN,165,4,19.4,74.336,77.013,8,3,4,3,7,8,6,5,4,1,2,6,6,7,3,8,2,1,5,1,8,7,4,1,1,3.83,538.979,541.434,30,
10/25/2017 14:47,10/25/2017 14:55,IP Address,128.206.28.1,100,463,TRUE,10/25/2017 14:55,R_3rU0EYJwJCX0y6B,,,,,38.95170593,-92.33409882,anonymous,EN,166,-3,16.897,16.897,58.565,1,3,4,3,7,8,6,4,4,5,5,3,5,7,6,8,7,1,4,3,1,8,7,3,2,4.377,395.483,397.192,32,
10/25/2017 14:46,10/25/2017 14:57,IP Address,128.206.28.182,100,666,TRUE,10/25/2017 14:57,R_3EohjPFGDAOrVo3,,,,,38.95170593,-92.33409882,anonymous,EN,167,4,40.208,55.62,57.764,2,3,4,3,7,8,6,5,4,1,2,8,3,7,2,8,2,1,5,1,4,,,,,2.495,589.536,600.004,29,
10/25/2017 16:40,10/25/2017 16:45,IP Address,128.206.28.32,100,330,TRUE,10/25/2017 16:45,R_xAysC1WzoLomaMp,,,,,38.95170593,-92.33409882,anonymous,EN,168,6,4.873,6.497,35.604,3,3,4,3,7,8,6,5,2,1,6,6,7,7,6,3,2,1,5,5,7,5,3,1,7,1.748,282.727,283.492,34,
10/25/2017 16:41,10/25/2017 16:48,IP Address,128.206.28.1,100,425,TRUE,10/25/2017 16:48,R_3nDhIUmphVh5lSB,,,,,38.95170593,-92.33409882,anonymous,EN,169,4,13.787,16.099,76.585,4,3,4,3,7,8,6,5,4,1,2,6,6,7,6,8,3,7,2,4,2,6,6,5,2,2.569,337.771,339.407,31,
10/25/2017 16:42,10/25/2017 16:49,IP Address,128.206.28.182,100,421,TRUE,10/25/2017 16:49,R_2qrfdcq5EXdg9Hw,,,,,38.95170593,-92.33409882,anonymous,EN,170,8,8.57,9.906,27.865,2,3,4,3,7,8,6,6,6,1,2,7,4,7,6,8,3,7,4,1,2,3,4,5,3,3.349,382.453,383.466,45,
10/25/2017 18:41,10/25/2017 18:48,IP Address,128.206.28.1,100,470,TRUE,10/25/2017 18:48,R_CjoLGt18Nn7y85X,,,,,38.95170593,-92.33409882,anonymous,EN,172,9,35.812,58.39,61.529,4,3,4,3,7,8,6,5,4,1,2,5,2,7,6,8,2,1,5,3,1,1,6,7,4,1.667,393.703,394.709,29,
10/25/2017 18:42,10/25/2017 18:53,IP Address,128.206.28.32,100,659,TRUE,10/25/2017 18:53,R_etCEPQo49LiwVkl,,,,,38.95170593,-92.33409882,anonymous,EN,171,7,10.631,79.439,81.283,2,3,4,3,7,8,6,2,4,1,2,7,7,7,6,8,1,1,5,1,6,1,8,4,4,10.477,552.572,554.322,42,
10/25/2017 18:54,10/25/2017 19:07,IP Address,128.206.28.182,100,770,TRUE,10/25/2017 19:07,R_3Mye2q2vaimbu5I,,,,,38.95170593,-92.33409882,anonymous,EN,173,4,62.033,129.653,158.468,2,3,4,3,7,8,6,5,4,1,2,2,8,7,6,8,2,1,5,1,6,4,2,,,3.603,565.257,600.003,25,
10/26/2017 9:01,10/26/2017 9:09,IP Address,128.206.28.1,100,484,TRUE,10/26/2017 9:09,R_cH2SyJhSQSKCyIN,,,,,38.95170593,-92.33409882,anonymous,EN,175,0,14.888,14.888,91.731,1,3,4,3,7,8,6,5,4,1,2,3,1,7,6,8,3,1,8,5,7,7,1,3,2,2.703,355.823,365.142,32,
10/26/2017 9:07,10/26/2017 9:18,IP Address,128.206.28.32,100,710,TRUE,10/26/2017 9:18,R_2V9NK3R99lWQB4n,,,,,38.95170593,-92.33409882,anonymous,EN,174,8,16.302,113.55,127.443,2,3,3,2,7,8,6,5,4,1,2,5,7,7,3,8,2,1,4,7,4,3,4,6,3,3.939,553.743,556.053,30,
10/26/2017 14:19,10/26/2017 14:27,IP Address,128.206.28.32,100,502,TRUE,10/26/2017 14:27,R_2eXwfa1Iv5YdbM3,,,,,38.95170593,-92.33409882,anonymous,EN,176,7,10.488,106.577,107.773,12,3,4,3,7,8,6,5,4,1,2,5,8,6,4,3,5,7,7,2,1,7,4,5,6,3.788,383.816,384.718,71,
10/26/2017 16:19,10/26/2017 16:26,IP Address,128.206.28.32,100,379,TRUE,10/26/2017 16:26,R_SNbZZLalQiIfuSZ,,,,,38.95170593,-92.33409882,anonymous,EN,179,8,29.365,29.365,34.725,1,3,4,3,7,8,6,5,4,1,2,8,7,7,6,8,2,1,3,1,6,4,7,3,2,3.455,333.492,337.274,34,
10/26/2017 16:20,10/26/2017 16:26,IP Address,128.206.28.1,100,361,TRUE,10/26/2017 16:26,R_R3lA4TcUvn0qfVT,,,,,38.95170593,-92.33409882,anonymous,EN,178,-4,6.726,51.226,59.284,6,2,4,3,7,8,6,5,4,1,2,8,3,1,1,3,8,7,8,1,1,2,7,3,3,2.259,291.269,292.339,36,
10/26/2017 16:21,10/26/2017 16:29,IP Address,128.206.28.182,100,506,TRUE,10/26/2017 16:29,R_22DP7IxyEIoKWnI,,,,,38.95170593,-92.33409882,anonymous,EN,177,4,12.454,21.725,59.731,3,3,4,3,7,8,6,5,5,1,2,1,5,7,6,8,2,1,8,5,1,2,2,4,8,2.462,437.311,437.627,35,
10/27/2017 12:45,10/27/2017 12:52,IP Address,128.206.28.32,100,373,TRUE,10/27/2017 12:52,R_2YmoGbJU4cbGEAf,,,,,38.95170593,-92.33409882,anonymous,EN,180,7,14.863,44.684,81.496,4,3,4,6,7,8,7,5,4,1,5,2,5,4,6,8,2,1,2,5,1,2,4,6,3,2.265,282.758,283.548,30,
10/27/2017 12:47,10/27/2017 12:56,IP Address,128.206.28.1,100,539,TRUE,10/27/2017 12:56,R_20T0YtfQVS2zvug,,,,,38.95170593,-92.33409882,anonymous,EN,181,6,14.274,14.274,46.236,1,3,4,3,7,8,6,5,4,1,2,6,7,7,6,8,2,1,5,3,4,1,2,2,6,1.749,482.874,484.425,26,
10/27/2017 12:52,10/27/2017 13:01,IP Address,128.206.28.182,100,530,TRUE,10/27/2017 13:01,R_2CWeJsoIFFDEs6Y,,,,,38.95170593,-92.33409882,anonymous,EN,182,6,15.579,15.579,37.417,1,3,4,3,7,8,3,5,5,1,5,5,5,7,6,5,2,1,5,1,1,3,3,7,8,3.64,483.274,484.648,29,
10/30/2017 10:29,10/30/2017 10:38,IP Address,128.206.28.32,100,544,TRUE,10/30/2017 10:38,R_1DZJYXv7lrd22iu,,,,,38.95170593,-92.33409882,anonymous,EN,183,-2,11.692,78.003,82.949,2,3,4,3,7,8,6,5,4,1,2,7,8,7,6,8,2,1,5,1,6,3,2,3,1,1.975,444.833,448.679,44,
10/30/2017 10:40,10/30/2017 10:51,IP Address,128.206.28.1,100,673,TRUE,10/30/2017 10:51,R_27KIW5wZrvTKCob,,,,,38.95170593,-92.33409882,anonymous,EN,184,,72.115,73.722,77.103,4,3,2,3,7,8,6,5,4,1,2,5,5,7,6,8,2,1,5,1,6,3,6,5,1,13.415,582.736,583.847,41,
10/30/2017 12:49,10/30/2017 12:56,IP Address,128.206.28.1,100,448,TRUE,10/30/2017 12:56,R_3Rkd88VuHMZe1MM,,,,,38.95170593,-92.33409882,anonymous,EN,186,2,1.986,23.481,26.261,2,3,4,3,7,8,6,4,4,1,2,5,8,7,1,2,2,1,5,1,6,7,4,7,2,2.467,401.671,409.061,32,
10/30/2017 12:52,10/30/2017 13:00,IP Address,128.206.28.182,100,498,TRUE,10/30/2017 13:00,R_2X57tJUEVoizvWZ,,,,,38.95170593,-92.33409882,anonymous,EN,187,4,5.724,5.724,63.143,1,3,4,3,7,8,6,5,4,1,2,3,4,7,3,8,3,6,5,1,6,3,3,3,2,9.93,421.233,422.981,27,
10/30/2017 12:57,10/30/2017 13:08,IP Address,128.206.28.32,100,671,TRUE,10/30/2017 13:08,R_1pmlNcgzoURjcdk,,,,,38.95170593,-92.33409882,anonymous,EN,185,6,8.864,78.338,79.347,8,3,4,3,7,8,6,5,5,1,2,8,5,7,6,5,2,1,5,3,8,5,7,7,6,2.703,578.262,580.125,34,
10/30/2017 14:50,10/30/2017 14:59,IP Address,128.206.28.32,100,489,TRUE,10/30/2017 14:59,R_56F33ysYZyTSpK9,,,,,38.95170593,-92.33409882,anonymous,EN,188,4,4.993,4.993,51.568,1,3,4,3,7,8,6,5,4,1,2,6,8,3,6,8,6,1,5,1,2,2,7,7,3,2.319,418.932,420.681,30,
10/30/2017 14:53,10/30/2017 15:03,IP Address,128.206.28.1,100,598,TRUE,10/30/2017 15:03,R_21sUVGVwyp0gY97,,,,,38.95170593,-92.33409882,anonymous,EN,189,8,17.455,48.174,48.554,4,3,4,3,7,8,6,5,2,1,2,5,8,7,3,8,2,1,5,3,2,7,2,7,3,1.865,537.926,539.357,30,
10/30/2017 16:54,10/30/2017 17:03,IP Address,128.206.28.1,100,542,TRUE,10/30/2017 17:03,R_2aCRKfJktxjRYIf,,,,,38.95170593,-92.33409882,anonymous,EN,191,5,78.017,110.664,113.125,5,3,4,3,7,8,6,2,4,1,2,5,4,7,6,8,8,1,5,1,6,3,6,5,2,4.29,419.504,420.878,46,
10/30/2017 16:53,10/30/2017 17:06,IP Address,128.206.28.182,100,759,TRUE,10/30/2017 17:06,R_6DTUO3Ny1txCN8t,,,,,38.95170593,-92.33409882,anonymous,EN,192,-2,206.007,206.007,227.344,1,3,4,3,7,8,6,5,4,1,2,4,7,7,6,8,2,1,5,3,1,1,4,3,6,8.568,520.376,521.62,31,
10/30/2017 17:04,10/30/2017 17:14,IP Address,128.206.28.32,100,594,TRUE,10/30/2017 17:14,R_414BQVoyDVVFOvv,,,,,38.95170593,-92.33409882,anonymous,EN,190,7,99.131,102.347,128.864,2,3,4,3,7,8,6,5,4,1,2,2,7,3,6,8,2,1,4,1,1,4,1,4,2,7.568,454.419,455.656,29,
10/30/2017 18:48,10/30/2017 18:57,IP Address,128.206.28.32,100,506,TRUE,10/30/2017 18:57,R_1fjQVv5Hhf3Ajo1,,,,,38.95170593,-92.33409882,anonymous,EN,193,7,11.97,11.97,31.582,1,3,4,3,7,8,6,5,4,1,2,2,6,7,6,8,2,1,5,4,6,3,8,7,3,4.554,461.831,462.909,26,
10/30/2017 18:57,10/30/2017 19:08,IP Address,128.206.28.1,100,668,TRUE,10/30/2017 19:08,R_269g1oyqQeMbA9c,,,,,38.95170593,-92.33409882,anonymous,EN,194,3,11.405,54.71,56.107,9,3,4,3,7,8,6,5,4,1,2,6,6,7,6,8,2,1,5,1,4,7,6,7,,3.475,559.821,600.001,27,
10/31/2017 8:57,10/31/2017 9:06,IP Address,128.206.28.1,100,503,TRUE,10/31/2017 9:06,R_cHecL0LK5TCidEZ,,,,,38.95170593,-92.33409882,anonymous,EN,196,6,12.845,16.502,94.432,2,3,4,3,7,8,6,2,4,1,2,6,5,7,6,8,2,7,4,7,2,4,7,6,7,5.108,386.337,388.071,34,
10/31/2017 9:00,10/31/2017 9:12,IP Address,128.206.28.32,100,708,TRUE,10/31/2017 9:12,R_1iqzYXdHQkA7v7W,,,,,38.95170593,-92.33409882,anonymous,EN,195,8,7.048,46.487,49.243,3,3,2,3,7,8,6,5,5,1,2,8,7,1,6,8,2,1,5,1,7,8,6,,,5.087,542.46,600.002,39,
10/31/2017 9:02,10/31/2017 9:13,IP Address,128.206.28.182,100,670,TRUE,10/31/2017 9:13,R_2dQ2pH40jfCXUym,,,,,38.95170593,-92.33409882,anonymous,EN,197,3,7.753,37.141,38.613,3,4,3,7,8,6,5,4,1,2,5,6,7,6,8,2,1,5,1,1,5,2,5,,,7.851,563.412,600.004,28,
10/31/2017 11:01,10/31/2017 11:09,IP Address,128.206.28.32,100,474,TRUE,10/31/2017 11:09,R_31a26EzH1Pd6tZ5,,,,,38.95170593,-92.33409882,anonymous,EN,198,6,4.809,32.107,42.285,3,3,4,3,7,8,6,5,4,1,2,5,7,7,6,1,4,7,7,8,7,4,7,5,6,5.804,402.878,404.684,24,
10/31/2017 12:47,10/31/2017 12:55,IP Address,128.206.28.1,100,483,TRUE,10/31/2017 12:55,R_22x0ma324qxFPua,,,,,38.95170593,-92.33409882,anonymous,EN,200,8,4.6,30.239,31.067,4,3,4,3,7,8,6,5,4,1,2,5,7,7,3,8,3,7,5,1,6,4,3,2,2,2.245,434.406,436.412,29,
10/31/2017 12:52,10/31/2017 13:00,IP Address,128.206.28.32,100,483,TRUE,10/31/2017 13:00,R_2EBm4OvFrYkOLwW,,,,,38.95170593,-92.33409882,anonymous,EN,199,,0,0,20.985,0,3,4,3,7,8,6,5,4,1,2,1,4,1,6,8,2,1,5,8,8,7,8,7,1,4.169,444.031,445.764,35,
10/31/2017 12:51,10/31/2017 13:00,IP Address,128.206.28.182,100,588,TRUE,10/31/2017 13:00,R_2xxvY6eYn8eJvAt,,,,,38.95170593,-92.33409882,anonymous,EN,201,7,3.127,36.26,38.77,5,3,4,3,7,8,6,5,4,1,2,5,7,1,6,8,3,1,5,1,7,8,2,5,1,3.501,504.682,506.776,45,
10/31/2017 14:43,10/31/2017 14:52,IP Address,128.206.28.32,100,557,TRUE,10/31/2017 14:52,R_3KVZyLoyWATaK6R,,,,,38.95170593,-92.33409882,anonymous,EN,202,5,17.515,17.515,19.174,1,3,4,3,7,8,6,5,4,1,2,5,7,7,6,2,2,1,5,1,6,3,6,6,1,14.17,525.282,526.863,26,
10/31/2017 14:44,10/31/2017 14:54,IP Address,128.206.28.1,100,603,TRUE,10/31/2017 14:54,R_28CH5Sw3loKC63T,,,,,38.95170593,-92.33409882,anonymous,EN,203,6,56.92,74.236,76.401,5,3,4,3,7,8,6,8,5,4,2,3,7,4,7,3,3,3,5,1,1,7,6,3,1,2.427,514.539,516.312,34,
10/31/2017 14:49,10/31/2017 14:58,IP Address,128.206.28.182,100,554,TRUE,10/31/2017 14:58,R_4NQyAUlxk0F8lxL,,,,,38.95170593,-92.33409882,anonymous,EN,204,2,6.138,40.297,42.32,2,3,4,3,7,8,6,5,4,1,2,7,1,7,6,8,2,1,5,1,6,3,2,4,5,7.431,497.492,499.001,36,
10/31/2017 16:57,10/31/2017 17:08,IP Address,128.206.28.32,100,643,TRUE,10/31/2017 17:08,R_yjUi5Tf2xkpZ2AF,,,,,38.95170593,-92.33409882,anonymous,EN,205,7,15.742,55.422,56.986,2,3,3,1,5,8,6,5,5,1,2,6,7,3,6,8,2,1,5,3,6,7,4,7,8,1.831,577.074,578.487,40,
10/31/2017 16:57,10/31/2017 17:10,IP Address,128.206.28.1,100,731,TRUE,10/31/2017 17:10,R_2Qrk7JWnCuEJKqt,,,,,38.95170593,-92.33409882,anonymous,EN,206,6,22.585,120.091,121.36,2,3,4,3,7,8,6,5,4,1,2,5,6,7,6,8,2,1,5,1,5,,,,,3.498,582.954,600.002,30,
11/1/2017 10:58,11/1/2017 11:08,IP Address,128.206.28.32,100,597,TRUE,11/1/2017 11:08,R_2wHVMbyE0GIw41T,,,,,38.95170593,-92.33409882,anonymous,EN,207,6,5.317,48.397,54.089,4,4,3,7,8,6,5,1,1,2,2,4,7,6,8,2,1,5,1,6,3,2,4,7,3,4.59,529.012,529.899,38,
11/1/2017 12:55,11/1/2017 13:03,IP Address,128.206.28.32,100,494,TRUE,11/1/2017 13:03,R_3fcVkgXzoWHMOdY,,,,,38.95170593,-92.33409882,anonymous,EN,208,7,5.303,42.359,43.434,2,3,4,3,7,8,6,5,4,1,2,5,7,7,6,8,2,1,5,5,6,3,2,4,5,1.97,437.976,439.333,33,
11/1/2017 12:57,11/1/2017 13:05,IP Address,128.206.28.1,100,495,TRUE,11/1/2017 13:05,R_2TYTKq0sIWx9PAq,,,,,38.95170593,-92.33409882,anonymous,EN,209,4,3.066,24.05,25.526,3,3,4,3,7,8,6,4,5,1,5,8,6,7,6,1,3,1,8,3,2,3,3,3,3,2.361,452.996,454.779,39,
11/1/2017 14:50,11/1/2017 14:59,IP Address,128.206.28.32,100,527,TRUE,11/1/2017 14:59,R_2X54gBqM8ZZOZ7q,,,,,38.95170593,-92.33409882,anonymous,EN,210,8,15.139,15.139,68.624,1,3,4,1,7,8,6,5,4,1,2,8,2,7,6,5,2,1,5,1,5,4,1,5,3,6.299,439.64,441.757,28,
11/1/2017 14:55,11/1/2017 15:01,IP Address,128.206.28.1,100,400,TRUE,11/1/2017 15:01,R_21uJUybqzWxMUXu,,,,,38.95170593,-92.33409882,anonymous,EN,211,6,15.896,19.945,46.541,7,3,2,3,7,8,6,5,4,1,7,4,8,7,6,8,2,1,5,1,3,7,5,8,2,3.513,345.131,346.184,54,
11/1/2017 14:57,11/1/2017 15:09,IP Address,128.206.28.182,100,672,TRUE,11/1/2017 15:09,R_1ez3LFOK0fdmZeH,,,,,38.95170593,-92.33409882,anonymous,EN,212,6,17.626,63.903,64.918,6,3,4,3,7,8,6,5,4,1,2,5,6,7,6,8,2,1,5,1,6,3,3,,,5.415,594.397,600.005,45,
11/1/2017 16:50,11/1/2017 16:58,IP Address,128.206.28.1,100,439,TRUE,11/1/2017 16:58,R_2zvAplmcKDdIcF0,,,,,38.95170593,-92.33409882,anonymous,EN,214,4,10.292,10.292,72.466,1,3,3,1,1,8,6,5,4,1,2,2,7,7,3,4,2,7,7,3,8,7,3,7,3,1.868,351.109,354.466,31,
11/1/2017 16:54,11/1/2017 17:04,IP Address,128.206.28.32,100,591,TRUE,11/1/2017 17:04,R_10CvRWSAAh903kR,,,,,38.95170593,-92.33409882,anonymous,EN,213,-6,4.345,33.191,34.283,3,3,4,3,7,8,6,5,4,1,2,3,8,7,6,8,2,1,5,3,6,3,7,7,1,1.793,546.246,547.332,33,
11/1/2017 17:11,11/1/2017 17:17,IP Address,128.206.28.182,100,389,TRUE,11/1/2017 17:17,R_3HAFbfQgUZXRLlC,,,,,38.95170593,-92.33409882,anonymous,EN,215,8,14.93,14.93,39.825,1,3,4,3,7,8,6,4,4,1,5,6,5,7,6,8,2,1,5,3,1,4,3,7,7,3.171,336.31,338.274,28,
11/1/2017 18:53,11/1/2017 18:59,IP Address,128.206.28.32,100,401,TRUE,11/1/2017 18:59,R_1NrWriQx7pRw1Sq,,,,,38.95170593,-92.33409882,anonymous,EN,216,1,12.934,18.183,18.995,3,3,4,3,7,2,5,5,4,5,2,3,1,7,6,2,2,7,6,5,1,3,6,5,1,3.118,368.193,369.487,34,
11/1/2017 18:55,11/1/2017 19:02,IP Address,128.206.28.182,100,379,TRUE,11/1/2017 19:02,R_2y2BBJRIm2k8Csz,,,,,38.95170593,-92.33409882,anonymous,EN,218,6,12.115,52.303,53.278,2,3,4,3,7,8,6,5,8,7,2,5,6,7,6,8,5,7,7,5,6,3,7,6,7,3.451,314.417,315.336,31,
11/1/2017 19:01,11/1/2017 19:12,IP Address,128.206.28.1,100,700,TRUE,11/1/2017 19:12,R_2RP2NBqpU1hUMtb,,,,,38.95170593,-92.33409882,anonymous,EN,217,7,9.006,88.024,90.061,2,3,4,3,7,8,6,5,2,1,2,7,7,7,6,8,2,1,5,1,6,3,3,2,,3.563,543.202,600.001,26,
